식품코드,식품명,식품대분류코드,식품중량,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식이섬유(g),나트륨(mg)
1062750700000001,달래된장찌개,6,350,122.5,13.34,11.13,2.77,1.43,5.6,1995
1062751100000001,두부된장찌개,6,270,110.7,6.91,8.78,5.29,2.67,2.43,1290.6
1062751300000001,바지락된장찌개,6,300,69,3.54,8.64,2.16,1.68,3.3,1218
3062771600000001,두부찌개,6,300,297,7.09,20.94,20.34,1.98,1.6,582
1062770100000001,고추장 두부찌개,6,500,260,15.9,20.05,13.15,4,3,905
1062771805000001,소고기 고추장 두부찌개,6,280,162.4,18.84,12.77,3.98,0.48,5.32,546
1062771816000001,소고기 된장 두부찌개,6,300,165,10.5,17.13,5.94,2.16,5.4,891
7062840000000001,부대찌개,6,405,275.4,24.79,19.56,11.3,5.02,5.67,1490.4
4062590000000001,갈치찌개,6,585,263.25,17.32,24.1,9.18,5.03,5.26,795.6
4062730000000001,동태찌개,6,915,228.75,18.76,29.74,4.67,5.49,8.24,1619.55
4062740000000001,돼지고기찌개,6,540,302.4,15.39,22.03,16.96,3.56,3.78,777.6
3063020000000001,호박찌개,6,200,121,16.82,8.36,3.78,3.57,5.7,385
1000000043,애호박찌개,6,200,116,14.31,9.54,3.9,2.81,6.8,457
3062830000000001,버섯찌개,6,400,168,15.4,14.72,5.2,4.4,8,1292
3062670000000001,꽁치찌개,6,300,354,12.21,24,23.31,5.91,9.3,1296
3062620000000001,고등어찌개,6,600,600,25.62,48.9,33.72,7.38,15.6,2586
1062960000000001,오징어찌개,6,200,163,12.12,20.38,4.07,2.11,4.1,350
1063020100000001,고추장호박찌개,6,280,114.8,16.69,5.82,2.77,1.57,3.36,590.8
4062932700000001,해물알탕,6,1410,648.6,32.29,96.16,14.52,7.76,11.28,2199.6
1062930000000001,알탕,6,520,202.8,9.05,33.12,3.85,0,8.32,1300
4062800953000001,동태매운탕 ,6,1395,502.2,24.55,80.21,9.63,6.7,11.16,2022.75
4062801200000001,메기매운탕,6,1140,661.2,84.02,45.26,16.64,7.98,11.4,3043.8
4062801253000001,메기 해물매운탕,6,1080,486,47.52,44.5,13.93,10.04,9.72,2473.2
4062801900000001,아귀매운탕,6,900,225,19.26,33.75,3.06,4.68,8.1,1440
4062802100000001,우럭매운탕,6,1050,315,29.61,36.75,6.3,7.35,10.5,1543.5
4062802700000001,해물매운탕,6,975,321.75,17.84,53.53,5.17,5.07,6.82,1599
3062800200000001,광어 매운탕,6,600,420,9.12,58.44,16.62,1.44,4.2,1800
3062800800000001,대구 매운탕,6,600,360,16.86,57.36,7.2,1.08,9,1986
3062802300000001,조기 매운탕,6,600,384,17.28,35.1,19.38,4.32,12,2274
3062802400000001,짱뚱어매운탕,6,600,186,16.62,11.52,8.52,2.4,8.4,2052
7062600000000001,감자탕,6,630,422.1,21.23,29.36,24.95,2.65,8.19,913.5
6062680000000001,꽃게탕,6,500,408,19.74,64.34,7.91,3.42,5.4,1659
6062980000000001,추어탕,6,300,194,3.54,26.52,8.01,1,1.4,1202
3062780000000001,마라탕,6,873,768.24,49.94,40.51,44.96,16.76,32.3,3710.25
3063000000000002,해물탕,6,600,270,16.62,39.78,4.68,0.78,6,2046
1062950000000001,오리탕,6,600,726,36.48,57,39.36,21.48,15,1902
4062821800000001,소고기버섯전골,6,600,354,28.14,24.66,18.12,6.06,7.2,864
4062860000000001,불낙전골,6,600,414,27.48,42,16.02,6.9,7.2,1500
4062862700000001,해물불낙전골,6,990,485.1,34.45,42.57,20.99,6.93,8.91,1178.1
4062900000000001,순대전골,6,675,513,42.39,37.87,21.46,4.59,9.45,1080
4062640000000001,곱창전골,6,855,401.85,22.74,30.52,22.32,6.58,8.55,949.05
4062700000000001,낙지전골,6,645,225.75,22.96,27.03,3.87,6.19,6.45,1277.1
4062710000000001,내장전골,6,705,408.9,20.37,38.14,20.3,5.08,7.76,902.4
4062760000000001,두부전골,6,555,227.55,15.93,21.03,9.77,2.44,8.88,604.95
3062790000000002,만두전골,6,300,569,75.86,23.48,22.19,5.46,11.5,691
3062820000000001,들깨 버섯전골,6,968,387.2,43.95,20.72,14.52,9.2,18.39,2671.68
3062641800000001,소고기 곱창전골,6,600,528,29.22,41.58,27.3,2.28,13.2,1782
3062790000000001,얼큰왕만두전골,6,1771,1328.25,201.01,47.29,36.66,27.98,23.02,6871.48
3062640000000002,소곱창순대전골,6,1316,987,110.02,51.98,37.11,26.06,23.69,4395.44
1062820000000001,버섯전골,6,300,234,14.34,15.42,12.72,3.54,8.7,438
1062890000000001,소고기전골,6,300,189,1.38,23.67,9.72,0.15,1.5,897
4062880000000001,소고기샤브샤브,6,1395,641.7,56.92,41.15,28.46,5.58,8.37,1590.3
1062871500000001,버섯 샤브샤브,6,350,105,5.5,13.58,3.15,1.85,4.55,178.5
3062810000000001,매콤 밀푀유나베,6,1269,697.95,31.98,52.41,39.47,19.04,11.42,5037.93
3062810000000004,밀푀유나베,6,1473,692.31,87.5,52,15.02,38.74,20.62,4787.25
4062940000000001,오리백숙,6,1215,1506.6,67.68,89.42,93.8,6.56,3.65,826.2
3062970000000001,영월식 청국장,6,140,296,21.41,23.47,14.72,0.94,6.7,320
3063031800000001,훠궈,6,500,458,44.18,28.34,19.19,6.39,6.2,1187
3062700000000001,낙곱새,6,923,812.24,118.88,50.49,15.14,29.44,14.77,6691.75
3062740000000001,돼지고기 짜글이,6,702,758.16,42.4,73.43,32.57,32.85,5.62,3545.1
4062920000000001,아귀지리,6,810,170.1,7.21,32.16,1.05,1.62,2.43,704.7
7073170500000001,당근달걀찜,7,270,186.3,5.97,16.85,9.83,1.4,0.54,680.4
5073170700000001,두부달걀찜,7,135,101.25,3.36,8.86,5.41,0.89,0.27,283.5
3073172100000001,채소달걀찜,7,100,89,4.46,4.76,5.77,0,0.3,329
4073490000000001,해물콩나물찜,7,1275,650.25,48.83,89.76,14.15,9.44,16.57,1772.25
4073510000000001,황태콩나물찜,7,975,799.5,67.47,99.16,19.4,16.96,24.38,2379
4073050000000001,가오리콩나물찜,7,900,261,31.5,24.12,7.56,6.21,11.7,999
4073130000000001,꽃게콩나물찜,7,1200,624,61.2,70.32,16.08,10.92,21.6,2508
7073180200000001,간장닭찜,7,555,616.05,42.01,49.78,26.64,7.16,3.33,1060.05
7073180800000001,매운양념닭찜,7,540,572.4,33.37,49.46,26.3,8.96,5.94,1263.6
3073180000000001,안동찜닭,7,968,1316.48,187.6,69.89,32.14,60.31,10.65,2545.84
7073242100000001,돼지갈비찜,7,510,693.6,24.43,53.5,41.11,11.68,2.04,1275
6073260000000001,돼지고기찜,7,375,408.75,33.34,40.58,12.19,7.84,2.62,825
3073270000000001,돼지등갈비찜,7,450,963,57.42,72.09,49.19,24.12,8.1,2394
6073090600000001,돼지고기김치찜,7,450,346.5,11.83,32,18.22,5.58,4.5,904.5
4073241100000001,김치 돼지갈비찜,7,675,600.75,36.18,39.55,33.01,14.92,13.5,2274.75
4073330000000001,소갈비찜,7,1125,1248.75,72.56,60.52,79.65,32.85,6.75,3273.75
4073332200000001,해물 소갈비찜,7,1120,1534.4,96.88,127.79,68.43,7.84,14.56,1937.6
1073321300000001,소고기사태찜,7,300,330,11.01,36.3,15.51,0.39,4.8,906
5073100000000001,깻잎찜,7,45,27,4.08,1.34,0.84,1.02,1.35,207.9
4073290000000001,복찜,7,765,275.4,31.44,27.16,7.04,6.66,9.18,1048.05
4073500000000001,홍어찜,7,375,153.75,5.59,27,2.03,1.09,1.12,1001.25
4073120000000001,꼬막찜,7,150,45,3.29,6.01,0.81,0.93,0.6,289.5
4073140000000001,꽈리고추찜,7,150,61.5,11.27,2.22,1.14,1.38,2.25,232.5
4073150000000001,낙지찜,7,900,666,34.29,49.23,38.79,8.01,10.8,1953
4073160000000001,단호박찜,7,135,55.35,13.55,1.26,0.22,4.9,2.7,2.7
4073190000000001,대구볼찜,7,960,432,51.55,40.61,11.81,10.46,17.28,1372.8
3073480000000003,해물찜,7,500,400,35.4,42.6,9.8,5.5,10.5,2135
3073200000000001,대구찜,7,500,375,24.7,51.7,7.9,5.7,8.5,1900
3073220000000001,동태찜,7,500,395,25.8,50.9,9.7,5.7,9.5,1985
3073300000000001,북어찜,7,150,235.5,18,28.09,5.7,6.4,3,901.5
3073310000000001,붕어찜,7,1100,836,71.61,54.34,36.85,16.17,42.9,3949
3073380000000002,아귀찜,7,400,312,17.48,48.32,5.32,0.68,6.4,1408
3073430000000001,조기찜,7,100,182,1.64,20.06,10.59,0,0.4,602
1073390000000001,애호박찜,7,100,181,21.18,9.5,6.48,1.81,2.2,161
1073450000000001,코다리찜,7,200,188,12.16,28.98,2.7,5,3.8,1240
1073470000000001,풋고추찜,7,100,51,8.27,2.31,0.99,1.44,4.1,708
3073250100000001,돼지 간,7,100,164,1.56,29.36,4.44,0.2,0,62
3073250900000001,돼지 머릿고기,7,200,650,3.5,42.4,52,0.1,3.2,334
3073252300000001,돼지 허파,7,100,91,0.02,17.27,2.41,0,0,85
3073370000000001,순대,7,300,543,58.35,19.56,25.65,3.51,12.6,1020
3073400000000001,오징어순대,7,350,465.5,58.31,45.71,5.6,0.39,4.55,1260
1073411900000001,찐옥수수,7,100,131,29.58,3.87,1.59,2.94,3.2,19
1071281800000001,찐고구마,7,151,193,45.85,2.6,0.22,10.67,4.9,49
1073071700000001,찐감자,7,130,110,25.51,2.3,0.13,1.1,2.3,320
3073440000000001,족발,7,200,458,0.64,43.06,31.42,0.05,0,335
1000000044,보쌈,7,200,581,2.86,27.85,50.15,0.99,0.7,543
1073351300000001,수육,7,250,449,3.98,52.28,22.8,2.46,0.5,808
3073230000000001,동파육,7,200,926,6.74,17.36,91.07,5.38,0.2,677
3073110000000001,꼬막무침,7,120,123,9.46,10.63,5.89,0.84,4.1,324
7083520000000001,가자미구이,8,130,154,0.13,30.09,2.82,0.02,0.29,363
7083550000000001,갈치구이,8,200,272,0.29,36.58,12.9,0.08,0.26,672
7083570000000001,고등어구이,8,195,349.05,7.02,24.78,23.75,0,0.2,458.25
7083630000000001,꽁치구이,8,150,294,4.21,32.46,15.15,0,0.15,418.5
7083830000000001,삼치구이,8,315,255.15,5.61,28.98,12,0,0.32,526.05
4083930000000001,옥돔구이,8,345,134.55,0.38,16.94,6.62,0,0,113.85
3083880000000001,연어구이,8,100,234,0.2,24.78,14.94,0.55,0,158
4083970000000001,전어구이,8,70,119,1.71,11.37,6.98,0.15,0.3,299
1083790000000001,뱅어포구이,8,70,261.8,17.55,24.06,10.62,11.14,5.32,1035.3
3083950000000001,임연수구이,8,250,495,3.5,53.8,29.4,0,1,1570
1083840000000001,새우구이,8,180,261,5.08,42.14,7.99,0.05,3.78,594
1083982100000001,키조개구이,8,180,234,18.79,31.37,3.73,6.48,7.02,817.2
1083990000000001,조기구이,8,180,318.6,0.79,34.79,19.55,0,0.72,2455.2
1084010600000001,참치머리구이 ,8,180,347.4,2.52,47.81,16.16,0,11.34,826.2
1083611800000001,조미김구이,8,5,23.5,1.45,1.02,1.51,0.01,1.2,200.55
3083960832000001,붕장어 소금구이,8,100,297,11.6,26,16.2,0.4,1,125
4083960200000001,고추장 장어구이,8,285,381.9,13.74,28.64,23.51,5.36,1.71,589.95
3083961600000001,양념 장어구이 ,8,150,433.5,8.8,30.77,30.55,4.19,1.35,705
4083961300000001,소금 장어구이,8,277.5,380.18,0.64,27.58,28.78,0,0,543.9
3084050000000001,황태구이,8,200,438,26.9,47.8,15.4,14.2,3,1136
4084051600000001,양념 황태구이,8,255,367.2,15.07,52.63,9.64,5.94,2.29,775.2
4083940000000001,옥수수구이,8,135,199.8,20.8,1.93,12.16,5.4,1.22,233.55
4083942000000001,치즈옥수수구이,8,105,147,14.28,4.62,7.78,3.71,0.95,194.25
3084030000000001,콘치즈구이,8,100,224,17.56,9.51,12.85,7.31,0.5,313
4083710000000001,더덕구이,8,270,291.6,60.32,5.02,5.78,18.25,15.39,899.1
6083560000000001,감자구이,8,195,157.95,24.26,2.92,5.67,2.83,3.9,442.65
1083800000000001,버섯구이,8,80,41.6,3.82,4.13,1.1,0.09,2.88,393.6
1083801000000001,새송이버섯구이,8,80,67.2,9.33,3.43,1.77,3.63,4.56,370.4
1083810000000001,표고버섯구이,8,80,80,14.51,3.47,0.85,1.12,8.88,348
4083850000000001,소내장구이,8,390,358.8,2.92,26.32,25.47,0.39,0.39,222.3
3083541200000001,소갈비구이 ,8,100,309,7.13,20.94,21.81,6.69,0,447
3084001200000001,차돌박이구이,8,100,488,1.31,17.94,45.69,0.33,0,93
3083541234000001,양념갈비구이,8,200,480,1.78,53.11,27.35,0.55,0.2,515
3083781200000001,소고기막창구이,8,100,358,0.4,15.34,32.73,1.36,0.2,162
3083701200000001,소고기 대창구이,8,100,595,4.05,9.11,60.25,1.13,0.3,126
3083890500000001,오겹살구이,8,100,408,2.72,20.18,35.14,0.72,0,76
3083530500000001,갈매기살구이,8,100,312,0.28,26.98,22.6,0,0,124
3083540500000001,돼지갈비구이 ,8,300,881,10.14,81.87,54.89,7.9,0.4,1343
3083740000000001,돼지껍데기구이,8,100,348,3.37,23.74,26.64,3.42,0,475
1083820000000001,삼겹살구이,8,200,934,0.7,45.12,83.38,0,1.4,1152
1083820200000001,고추장삼겹살구이,8,200,806,25.26,28.42,65.66,11.46,8.2,1020
6083650000000001,닭고기구이,8,345,379.5,11.42,36.54,19.7,4.21,0.69,838.35
6083660000000001,닭날개구이,8,240,290.4,9.05,26.69,15.62,3.58,0.48,600
6083670000000001,닭다리구이,8,495,435.6,10.79,43.16,23.36,4.6,0.5,866.25
1083620414000001,대파 닭꼬치구이,8,170,416.5,17.59,30.35,24.99,2.82,6.29,708.9
1083680000000001,닭발구이,8,220,431.2,21.34,39.93,20.7,0.68,6.6,1819.4
7083750100000001,간장돼지불고기,8,450,382.5,19.35,39.38,15.75,10.17,2.25,981
7083750200000001,고추장돼지불고기,8,480,408,27.79,40.9,15.22,13.82,5.28,1046.4
3083860000000001,소불고기,8,300,489,15.01,56.53,20.48,7.25,2.6,571
6083860700000001,버섯소불고기,8,405,348.3,17.74,35.15,15.23,7.53,2.83,627.75
6083920000000001,오리불고기,8,390,315.9,28.7,37.52,6.01,10.26,3.9,764.4
3083640000000001,꿩불고기,8,500,370,39.7,33.5,8.5,16.9,10,1265
3083750000000002,고추장불고기,8,150,262,12.53,23.93,12.58,5.68,3.5,732
3083750000000003,콩나물불고기,8,300,452,15.01,30.62,29.06,6.88,3.4,420
3083870000000003,부채살 스테이크,8,345,529,72.3,26,15.1,4.4,5.22,389
3084040000000002,함박스테이크,8,200,458,20.76,26.96,29.64,5.34,5.6,950
3083870000000005,비프찹 스테이크,8,538,790.86,38.84,41.75,51.97,31.26,4.84,1877.62
3083870000000006,부채살 스테이크 ,8,429,600.6,32.26,48.99,30.54,25.74,4.72,1136.85
3083870000000007,찹스테이크,8,502,652.6,39.76,52.71,31.17,32.13,5.02,1877.48
3083870000000008,양갈비 스테이크,8,555,838.05,72.54,52.5,37.74,35.91,18.87,1942.5
1083871400000001,등심 스테이크,8,205,416,15,28,26.7,9,2.4,768
1083871500000001,안심 스테이크,8,300,585,0,61.47,35.76,0,3.8,128
1084020000000001,치킨데리야끼,8,340,707.2,51.71,56.24,30.63,0.37,4.76,907.8
1083760000000001,떡갈비,8,200,404,4.92,42.76,23.64,0.8,2.2,808
4083910000000001,오리로스,8,120,267,0,19.22,20.5,0,0.5,85
3084060000000002,훈제오리,8,150,462,0,29.68,37.19,0,0,381
6094440000000001,햄전,9,105,253.05,8.86,20.52,14.18,1.32,0.11,767.55
6094450000000001,호박전,9,90,113.4,10.91,3.15,6.28,1.75,1.71,139.5
1094340000000001,애호박전,9,150,183,10.1,6.52,12.93,3.48,3.15,336
6094121100000001,해물김치전,9,360,244.8,27.07,10.44,9.43,2.48,3.24,640.8
6094261100000001,해물부추전,9,105,225.75,26.81,9.89,7.96,1.95,1.99,392.7
5094411100000001,해물파전,9,90,175.5,17.03,9.6,6.99,1.12,0.99,240.3
1094370800000001,참치완자전,9,200,346,27.14,30,12.98,7.38,5.4,1134
1094371100000001,해물완자전 ,9,200,444,36.08,22.92,23.22,6.82,3.6,1182
1094370600000001,소고기완자전,9,200,324,9.36,37.46,15.12,0.4,8,762
4094390000000001,채소전,9,165,254.1,35.29,5.58,9.29,2,2.64,287.1
4094400000000001,파래전,9,60,118.2,19.06,2.84,3.02,0.5,0.9,169.8
4094080000000001,감자전,9,225,209.25,30.94,4.46,7.29,0.85,3.82,155.25
4094110000000001,굴전,9,300,369,28.62,18.75,18.81,2.22,1.2,174
4094120000000001,김치전,9,270,329.4,52.25,8.18,8.37,2.97,4.32,634.5
4094180000000001,동태전,9,285,310.65,14.48,27.76,14.22,0.31,0.57,752.4
4094260000000001,부추전,9,225,319.5,48.04,7.83,9.52,2.61,3.6,371.25
4094280000000001,새송이버섯전,9,142.5,89.78,8.39,4.5,5.32,0.24,2.14,132.53
4094350000000001,어육소시지전,9,120,212.4,15.28,9.88,12.17,2.45,0.12,529.2
3094200000000001,두부전,9,150,255,7.5,20.46,15.87,0.03,4.2,316.5
3094230000000001,미나리전,9,150,226.5,34.23,5.24,7.62,1.74,3.75,249
3094240000000001,배추전,9,150,240,35.52,5.16,8.67,5.03,4.5,327
3094250000000001,버섯전,9,150,240,16.2,10.53,14.87,2.75,5.4,313.5
3094290000000001,새우전,9,100,188,11.57,9.99,11.33,1.87,1,349
3094300100000001,가자미생선전,9,150,231,6.92,25.76,11.07,0.3,1.35,819
3094300400000001,동태전,9,150,268.5,10.53,22.63,15.04,0.22,3.45,702
3094410000000001,파전,9,150,292.5,34.8,6.84,14.02,0.78,6.15,346.5
3094100000000001,고추전,9,150,274.5,17.01,12.91,17.22,2.17,7.5,361.5
3094130000000001,깻잎전,9,150,361.5,14.55,17.73,25.77,1.06,4.65,480
1094070000000001,가지전,9,200,246,17.76,10.96,14.56,1.68,4.6,674
1094080000000001,감자전,9,200,266,33.58,3.44,13.08,3.62,4,586
1094090000000001,고구마전,9,140,317.8,50.39,4.09,11.17,19.96,5.04,121.8
1094210000000001,맛살전,9,200,330,39.38,14.96,12.48,2.28,2,1118
1094220000000001,메밀전,9,180,289.8,62.62,7.24,1.15,0.54,5.4,261
1094251000000001,표고버섯전,9,150,271.5,19.11,15.2,14.97,2.83,11.1,475.5
4094150500000001,돼지고기 녹두빈대떡,9,315,551.25,67.41,29.64,17.77,0.91,23.31,343.35
4094380000000001,장떡,9,105,206.85,28.64,3.85,8.02,2.37,1.89,280.35
3094150000000001,녹두빈대떡,9,100,208,20.93,7.94,10.27,0.1,4.6,232
3094470000000001,화양적,9,150,273,21.34,13.58,14.77,1.22,8.55,796.5
1094270500000001,산적,9,170,340,2.63,49.4,14.55,0.1,8.67,996.2
3094310000000001,소고기산적,9,200,454,7.34,48.4,25.56,0,3,1392
3094320000000001,소라산적,9,80,120,6.45,17.92,2.51,0.85,0.48,396.8
3094360000000001,오징어산적,9,80,101.6,3.6,17.38,1.98,0.91,0.88,476.8
3094460000000001,홍합산적,9,80,156.8,10.58,17.78,4.8,3.34,1.44,720
3094430000000001,햄부침,9,100,244,11.3,11.3,17.1,1,1.6,716
3094190000000001,두부부침,9,100,144,2.69,12.13,9.4,0.33,0.7,132
1094171200000001,햄달걀부침,9,100,277,8.06,12.71,21.59,0,1.5,591
1094190000000001,두부부침,9,100,140,2.07,10.92,9.77,0.24,0.7,429
3094370700000001,동그랑땡,9,150,309,12.67,19.62,20,0.98,3.6,553.5
6094160900000001,채소달걀말이,9,120,200.4,4.91,13.24,13.4,1.21,0.48,392.4
6094170000000001,달걀후라이,9,90,160.2,2.75,9.87,11.48,0.17,0,196.2
3094330000000001,스크램블에그,9,100,149,1.61,9.99,10.98,1.39,0,145
3094140200000001,낙지꼬치구이,9,80,75.2,2.82,13.14,1.27,0,0.56,207.2
6104670936000001,어묵 떡볶이,10,225,362.25,77.83,8.87,2.81,10.89,3.38,1026
6104670200000001,간장떡볶이,10,225,326.25,61.49,10.17,4.7,5.17,2.02,731.25
1000000045,떡볶이,10,200,280,60.42,6.97,2.91,6.63,5.7,249
2104670000000002,까르보떡볶이,10,109,465,71,9,16,10,0,640
2104670000000004,로제떡볶이,10,310,635,109,11,17,12,0,1250
2104670000000006,마늘 떡볶이,10,491,1100,206,24,20,21,0,1320
4104970000000001,쫄볶이,10,300,452,74.48,11.81,13.81,9.75,7.4,642
1104680000000001,라볶이,10,300,417,67.71,10.32,13.83,9.95,7.3,670
6104591443000001,느타리버섯볶음,10,105,38.85,4.36,1.7,2.53,1.41,1.99,193.2
6104641624000001,돼지고기 버섯볶음,10,300,297,16.98,33.21,10.89,8.19,2.4,771
5104812500000001,소고기 버섯볶음,10,270,194.4,10.72,16.74,9.53,3.38,1.35,342.9
4105003500000001,표고버섯볶음,10,135,25.65,4.68,1.5,1.35,0.54,2.29,137.7
4104792600000001,새송이버섯볶음,10,82.5,20.62,2.85,1.25,1.33,0.23,1.32,134.47
4104520600000001,건표고버섯볶음,10,120,44.4,9.01,2.44,2.39,0.79,4.56,175.2
6104500325000001,베이컨 감자볶음,10,270,143.1,15.96,5.02,6.72,1.16,2.43,375.3
6104500354000001,햄 감자볶음,10,270,126.9,14.28,6.94,4.73,1.19,2.43,437.4
6104561100000001,김치볶음,10,120,64.8,6.61,1.67,3.6,3.53,3.48,548.4
6104561142000001,참치 김치볶음,10,225,128.25,9.63,13.39,3.94,4.97,4.5,1039.5
6104641623000001,돼지고기 김치볶음,10,300,282,12.42,27.39,13.14,6.33,4.5,789
6104641643000001,돼지고기 야채볶음,10,315,327.6,20.16,36.07,11.53,9.83,3.15,737.1
5104823200000001,소시지 야채볶음,10,150,207,13.54,9.81,12.48,4.02,0.9,622.5
4104730000000001,멸치볶음,10,120,136.8,6.18,17.88,4.09,2.06,0.24,924
4104721300000001,꽈리고추 멸치볶음,10,135,106.65,7.55,10.84,3.7,1.97,1.35,631.8
4104480104000001,고추 가지 볶음,10,90,24.3,3.02,0.82,1.14,1.48,1.44,146.7
4104480113000001,당근 가지볶음,10,112.5,41.62,5.13,1.05,2.18,2.49,1.91,190.12
4104510500000001,건새우볶음,10,90,108,4.46,13.98,3.48,1.22,0.18,958.5
5104690500000001,건새우 마늘쫑볶음,10,90,57.6,5.89,2.84,2.67,2.34,0.99,256.5
4104510509000001,꽈리고추 건새우볶음,10,112.5,79.88,6.36,8,2.59,1.64,0.9,573.75
1104690000000001,마늘쫑볶음,10,140,124.6,18.44,4.55,3.56,7.41,6.72,786.8
1104692100000001,마늘쫑 멸치볶음,10,50,58.5,7.71,3.77,1.39,2.85,2.7,252.5
6104752343000001,미역줄기볶음,10,105,36.75,3.43,0.76,2.88,0.61,2.52,1351.35
4104980000000001,파래볶음,10,105,55.65,8.62,3.44,3.02,2.08,4.09,206.85
6104862943000001,어묵볶음,10,225,175.5,22,8.93,6.21,5.8,1.35,771.75
6104883200000001,오징어볶음,10,375,288.75,30.71,30.75,4.84,9.49,3.38,990
6104890000000001,오징어채볶음,10,225,121.5,7.72,14.02,3.6,3.38,0.45,369
5104573200000001,낙지볶음,10,210,140.7,17.03,11.38,3.34,5.46,1.68,556.5
1104740900000001,고추장문어볶음,10,200,176,17.24,21.94,2.04,10.88,2.8,974
4104933200000001,주꾸미볶음,10,472.5,349.65,37.75,32.79,9.02,14.79,10.39,670.95
3105020000000001,해물볶음,10,400,420,32.2,38.2,15.32,7.4,9.2,1756
1104800000000001,새우볶음,10,200,166,11.92,19.82,4.42,7.98,2.2,652
3104723600000001,풋고추 멸치볶음,10,20,52.4,3.41,4.65,2.24,1.43,0.44,275.6
6104641638000001,돼지고기 오징어볶음 ,10,390,366.6,22.04,35.92,15.13,9.44,3.12,799.5
6104641640000001,돼지고기 짜장볶음,10,315,352.8,20.07,37.83,12.88,7.24,3.15,916.65
5104540000000001,고추장볶음,10,30,70.5,13.01,2.69,1.45,5.77,1.11,468.6
4105053700000001,호박볶음,10,105,28.35,3.71,0.88,1.39,1.7,1.47,245.7
4104480100000001,가지볶음,10,90,31.5,3.02,0.81,1.95,1.4,1.44,186.3
1104630000000001,당근볶음,10,90,85.5,7.01,0.84,5.97,4.05,2.7,194.4
4104870000000001,오리볶음,10,630,1077.3,45.99,65.96,71,16.7,9.45,1600.2
1104850000000001,양파볶음,10,80,44.8,7.61,0.79,1.23,7.32,1.28,219.2
1104770000000001,브로콜리볶음,10,90,45.9,4.98,3.98,1.15,1.28,4.05,84.6
3104710000000001,머위나물볶음,10,150,108,7.61,3.5,7,1.8,5.25,718.5
6104823200000001,소시지볶음,10,255,341.7,19.66,17.34,21.27,6.38,1.53,1083.75
6104830000000001,순대볶음,10,330,330,40.72,10.92,14.62,8.58,9.24,891
4104600000000001,닭모래집볶음,10,300,216,11.46,24.57,6.84,4.05,2.4,477
1104782200000001,묵은지김치 삼겹살볶음,10,200,302,16.8,11.52,20.98,7.24,6.4,1208
1104551600000001,돼지고기 곱창볶음,10,230,299,42.6,16.63,6.9,7.52,7.82,494.5
6104921600000001,돼지고기 잡채,10,210,228.9,39.52,6.64,5.25,5.08,2.52,548.1
6104530000000001,고추잡채,10,255,232.05,12.98,24.71,8.85,5.3,2.29,683.4
4104960000000001,중식잡채,10,675,560.25,91.67,15.52,15.12,7.63,6.75,756
1104922900000001,어묵잡채,10,280,414.4,73.16,6.55,10.58,4.2,4.76,1201.2
1104923400000001,콩나물잡채,10,230,154.1,28.86,4.44,2.23,21.55,8.28,1423.7
5104922700000001,소고기 잡채,10,135,143.1,22.65,3.83,4.37,3.15,1.62,336.15
6104622000000001,닭갈비,10,330,432.3,41.38,37.09,13.13,11.85,3.96,900.9
6104622044000001,치즈 닭갈비,10,330,554.4,49.43,47.65,17.98,12.38,3.63,993.3
4104661600000001,두부김치,10,645,541.8,26.19,43.6,28.64,8.64,15.48,1309.35
4104900000000001,유산슬,10,615,436.65,29.77,55.9,12.05,3.63,7.38,2835.15
3104580000000001,난자완스,10,200,346,19.14,21.62,20.34,0.5,3.4,704
2104670000000003,닭볶음탕,10,315,365.4,27.44,29.93,15.21,9.54,3.78,941.85
3104940000000001,주꾸미삼겹살,10,200,503,30,35,27,5.41,2.3,580
1104990000000001,팔보채,10,220,198,7.52,27.32,6.38,4.6,5.5,1883.2
1104700000000001,마파두부,10,160,174.4,8.58,11.66,10.37,3.92,3.52,563.2
6115090700000001,고등어 김치조림,11,225,184.5,12.62,15.68,7.94,5.08,3.6,742.5
6115110700000001,꽁치 김치조림,11,240,194.4,13.25,17.4,7.8,5.14,4.08,950.4
4115320400000001,메추리알 장조림,11,112.5,108,6.31,7.45,5.56,1.22,0.45,353.25
6115320319000001,돼지고기 메추리알 장조림,11,225,317.25,12.44,34.61,13.34,4.7,0.67,663.75
3115320819000001,소고기 메추리알 장조림,11,50,60.5,2.88,8.13,1.84,0.71,0.6,602
1115200000000001,무조림,11,150,72,6.44,3.39,3.57,5.8,3.15,1168.5
6115350600000001,코다리 무조림,11,165,120.45,9.98,15.41,2.08,3.99,1.81,526.35
4115070600000001,갈치 무조림 ,11,600,390,26.64,37.86,14.4,10.68,7.2,1392
6115150000000001,닭조림,11,330,399.3,27.36,34.75,16.24,8.05,2.64,726
6115170000000001,두부조림,11,135,186.3,11.69,14.19,9.09,2.34,4.86,476.55
6115280000000001,연근조림,11,60,111,17.02,3,3.88,4.26,2.16,316.8
6115310000000001,우엉조림,11,75,90,12.34,2.82,3.66,3.46,2.17,235.5
3115360000000001,콩자반,11,100,271,39.1,19.3,4.2,0,16.8,1067
4115060000000001,가자미조림,11,420,260.4,18.52,33.18,5.75,6.34,3.78,1012.2
4115080000000001,감자조림,11,120,79.2,15.95,1.9,1.02,2.27,1.8,290.4
